"S.","Title","Location","Date","Area","Incident.Area","Open.Close.Location","Target","Cause","Summary","Shooter.status","No..of.shooter.suspect","Fatalities","Injured","Total.victims","Policeman.Killed","Age","Employeed..Y.N.","Employed.at","Mental.Health.Issues","Race","Gender","Latitude","Longitude","Month","Year","Day","MJ.Summary","Prior.MH","MH.Details","Legal.Weapons","Obtained.Where","Weapon.Type","Weapon.Details","Main.Source","MH.Source","Extra.Source","Shooting.Type","State"
274,"Northern Arizona University at Flagstaff Campus","Flagstaff, Arizona","10/09/15","School","Northern Arizona University","Open","Students","Anger","On Friday of October 9, 2015, one person is dead and three are wounded after an early morning shooting on Northern Arizona University's campus. An overnight confrontation between two groups of students escalated into gunfire. The shooter is a freshman of Northern Arizona University.","-999","one",1,3,4,0,"-999",-999,"-999","-999","White, White American or European American","Male",35.1725658,-111.6585435,10,2015,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona"
275,"Waycross, GA","Waycross, Georgia","11/07/15","Home","-999","-999","Family","Psycho","On Saturday of November 7, 2015,a pregnant mother of two was killed in a violent rampage early Saturday along with her unborn child. Both of her toddlers were also shot. The shooter is the father of one of the small children.","-999","one",1,2,3,0,"-999",-999,"-999","Yes","Black, Black American or African American","Male",31.21094544,-82.35793452,11,2015,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia"
276,"Roadside in Memphis, Tennessee","Memphis, Tennessee","01/07/16","Public area","-999","Open","random","Unknown","A woman flagged down a car to help her with her car troubles at the side of the road. An 18-year-old got out to help. The two suspects got out of another car and fired on the scene.","got away","two",1,3,4,0,"-999",-999,"-999","-999","-999","-999",35.149534,-90.04898,1,2016,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee"
277,"Wilmington, DE robbery","Wilmington, Delaware","01/11/16","Home","Home","Close","random","Unknown","Two men forcefully entered a house, and started shooting the people inside. One of the robbers was killed. Four other people injured.","-999","two",1,4,5,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",39.739072,-75.539788,1,2016,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware"
278,"Gloucester County, VA, House Party","Gloucester, Virginia","01/17/16","Home","Home","Close","party guests","Unknown","A young woman threw a house party for her birthday. It got very crowded. The shooter came and shot four people, killing one. There is some disagreement about his relation to the rest of the people at the party","-999","one",1,3,4,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",37.40264,-76.458559,1,2016,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia"
279,"Perris, CA Mexican restaurant shooting","Perris, California","01/25/16","Restaurant","restaurant","Close","random","Unknown","Very little is known about the case. Cops were called to a Mexican restaurant. 1 person was pronounced dead at the scene. 4 others were taken to a hospital.","got away","-999",1,4,5,0,"-999",-999,"-999","-999","-999","Male",33.782519,-117.228648,1,2016,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
280,"Caroline County, VA Family Murder Suicide","Bowling Green, Virginia","01/29/16","Home","-999","-999","Family","Psycho","42-year-old husband murders wife, shoots two young family members, then shoots himself in the head.","committed suicide","one",1,2,3,0,"42",-999,"-999","-999","-999","Male",38.044556,-77.286488,1,2016,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia"
281,"Los Angeles, CA street shooting","Los Angeles, California","02/06/16","Public area","-999","Open","random","Anger","Police were called to a street to investigate an assault case. One hispanic man lay dead on the street. Two other adult males, and a young female were injured.","got away","-999",1,3,4,0,"-999",-999,"-999","-999","-999","-999",34.052234,-118.243685,2,2016,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
282,"Nightclub fight turns into shootout","Rochester, New York","02/07/16","Bar, Club","nightclub","Close","random","Anger","Two groups of people fired at each other after a fight broke out outside of the Mexican Village Nightclub in Rochester, NY","got away","group",1,7,8,0,"-999",-999,"-999","-999","-999","-999",43.16103,-77.610922,2,2016,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York"
283,"Florida Hookah Bar Shooting","Tampa, Florida","02/20/16","Bar, Club","hookah bar parking","Open","random","Anger","Argument led to gun shots in the parking lot outside of a hookah bar in Tampa, Florida","got away","-999",1,3,4,0,"-999",-999,"-999","-999","-999","-999",27.950575,-82.457178,2,2016,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida"
284,"Iuka, Mississippi","Iuka, Mississippi","02/20/16","Home","outside the house","Open","Policeman","Domestic","Law enforcement officers in northeastern Mississippi stormed a house Saturday after an hours-long standoff with a gunman holed up inside, leading to a shootout that left one officer dead and three others wounded.The standoff started Friday afternoon when authorities responded to a domestic dispute call at the home near Iuka. But the man, holed up in his home with his wife and 10-year-old daughter, refused to come out, sparking the standoff with officers outside. The man suspected of firing on the officers was also killed.","killed","one",1,3,4,1,"-999",-999,"-999","-999","White, White American or European American","Male",34.7404,-88.1383,2,2016,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi"
285,"Missouri Highway shooting","Hazelwood, Missouri","02/21/16","Public area","interstate in Hazelwood","Open","random","Unknown","Car was fired upon from a stolen Mercedes on the interstate in Hazelwood, MO. One woman died. 3 Injured.","got away","-999",1,3,4,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",38.77144,-90.370949,2,2016,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri"
286,"Riverside restaurant shooting","Riverside, California","02/28/16","Restaurant","restaurant parking","Open","random","Unknown","Shooter fired upon group of people in a restaurant parking lot","-999","one",1,3,4,0,"-999",-999,"-999","-999","Other","Male",33.997197,-117.48548,2,2016,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
287,"Chelsea, MA empty apartment party shooting","Chelsea, Massachusetts","03/06/16","Public area","apartment in Chelsea","Close","party guests","Terrorism","Shooter fired upon party of ~50 people at an empty apartment in Chelsea, MA. 1 dead. 6 wounded. Shooters step brother was among those shot","-999","group",1,6,7,0,"-999",-999,"-999","-999","Other","Male",42.391764,-71.032828,3,2016,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts"
288,"Elberton, Georgia murder-suicide","Elberton, Georgia","03/12/16","Home","-999","Open","Family","Domestic","Domestic dispute led a man to shoot his girlfriend, kill her daughter, and injure a bystander who was trying to help the girlfriend","-999","one",1,2,3,0,"-999",-999,"-999","-999","-999","Male",34.111223,-82.867084,3,2016,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia"
289,"Plantation, Florida","Plantation, Florida","03/19/16","Home","Home","Close","party guests","Unknown","A Spring Break party in a house packed with 400 people ended in gunfire that killed one man and wounded four others.","got away","-999",1,4,5,0,"-999",-999,"-999","-999","-999","-999",26.127586,-80.233104,3,2016,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida"
290,"Greenhill, AL Family murder-suicide","Huntsville, Alabama","03/25/16","Home","home in rural Alabama","Close","Family","Domestic","Husband murders his wife and injures his two sons at their home in rural Alabama, then commits suicide","committed suicide","one",1,2,3,0,"-999",-999,"-999","Yes","White, White American or European American","Male",34.759257,-86.602493,3,2016,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
291,"Lawrenceburg, Tennessee","Lawrenceburg, Tennessee","03/25/16","Home","in home","Close","Family","Domestic","The man was suspected of shooting his wife and two sons on Friday morning at the family’s home. All three victims were initially shot inside the residence with a shotgun.","-999","one",1,2,3,0,"-999",-999,"-999","-999","-999","Male",35.242302,-87.334739,3,2016,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee"
292,"Richmond, Virginia","Richmond, Virginia","03/31/16","Public area","bus station","Open","Trooper","Anger","A man fatally shot a Virginia state trooper at a Greyhound bus station before the gunman was killed by other troopers. The trooper had been participating with about a dozen other troopers in a training exercise at the bus station when a brief encounter with the gunman quickly turned violent. The shooter had been sitting in the restaurant at the bus station and went to his luggage near the front entrance. He began to walk away from his bags. The trooper approached the suspect. Shortly after the two talked for a few seconds, with the suspect to the trooper’s immediate right, the shooter pulled a gun from his waistband and shot the trooper from just inches away.","killed","one",1,2,3,0,"-999",-999,"-999","-999","Black, Black American or African American","Male",37.540725,-77.436048,3,2016,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia"
293,"Long Beach Street murder","Long Beach, California","04/18/16","Public area","at street corner","Open","random","Terrorism","Group of men were standing at a street corner when someone came up and fired upon them. One man died, 3 injured. Nothing is known about the shooter.","got away","one",1,3,4,0,"-999",-999,"-999","-999","-999","-999",33.77005,-118.193739,4,2016,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
294,"Chicago Rap video Shootout","Chicago, Illinois","04/19/16","Public area","in a park","Open","random","Unknown","Group of young men were in a park at 2 in the morning when a male walked up and shot them. One fatality. Four injuries. Shooter is unknown.","got away","one",1,4,5,0,"-999",-999,"-999","-999","-999","Male",41.878114,-87.629798,4,2016,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois"
295,"Forestville, Maryland Drive-by","District Heights, Maryland","04/26/16","Public area","in street","Open","-999","Unknown","Shooter shot from his car at people standing on the street at 1:30 AM. Police don't believe the woman who died was the target, and do not believe the shooting was random.","got away","one",1,4,5,0,"-999",-999,"-999","-999","-999","-999",38.845113,-76.874972,4,2016,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland"
296,"New Orleans Downtown Post Office","New Orleans, Louisiana","12/14/88","Former Workplace","main post office in downtown New Orleans","Close","-999","Unknown","On December 14, 1988, a 39-year-old post office employee entered the main post office in downtown New Orleans, Louisiana, where he worked with a shotgun. He took his ex-girlfriend as a hostage and was able to hold off police and FBI agents for 13 hours until he surrendered. He injured three co-workers and one FBI agent.","arrested","one",0,4,4,0,"39",1,"Post Office","-999","-999","Male",30.0687242,-89.93147412,12,1988,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana"
297,"Palo Duro High School","Amarillo, Texas","09/11/92","School","Amarillo, Texas","-999","Students","Anger","On September 11, 1992, a fight broke out in Amarillo, Texas between two students that ended with one student, a 17-year-old male, pulling a gun out and shooting. Six students were wounded before the shooter was taken into custody.","arrested","one",0,6,6,0,"17",-999,"-999","-999","-999","Male",35.18322484,-101.8805688,9,1992,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas"
298,"Weber State University","Ogden, Utah","07/08/93","School","Weber State University","Close","random","Anger","On July 8, 1993, a 28-year old student shot and injured three people at a grievance hearing at Weber State University in Odgen, Utah. One of the injured was a State police officer who was able to shoot back, killing the perpetrator.","killed","one",0,3,3,0,"28",-999,"-999","No","Asian or Asian American","Male",41.2281367,-111.9675317,7,1993,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Utah"
299,"Central Middle School","Sheridan, Wyoming","09/17/93","School","Central Middle School","Close","random","Anger","On September 17, 1993, a 29-year-old man recently discharged from the Navy approached a physical education class at Central Middle School in Sheridan, Wyoming and opened fire on its 29 students. He wounded four students before committing suicide in front of the class.","committed suicide","one",0,4,4,0,"29",0,"-999","No","White, White American or European American","Male",44.79051074,-106.9599165,9,1993,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wyoming"
300,"Riverside City Hall","Riverside, California","10/06/98","City Hall","City Hall Building","Close","random","Terrorism","On October 6, 1998, a 48-year-old U.S. Postal Service employee entered a conference room at City Hall in Riverside, California and began shooting. He wounded the mayor, two council members and three police officers before being shot by police and taken into custody.","arrested","one",0,6,6,0,"48",1,"U.S. Postal Service","No","Black, Black American or African American","Male",33.93814348,-117.3948409,10,1998,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
